date,T2M,RH2M,PRECTOTCORR,lat,lon
2025-08-16,22.0,79.77,4.04,-15.239435,-39.247947
2025-08-17,21.81,77.08,1.09,-15.239435,-39.247947
2025-08-18,21.78,71.8,0.0,-15.239435,-39.247947
2025-08-19,21.2,75.02,0.14,-15.239435,-39.247947
2025-08-20,21.26,73.28,0.05,-15.239435,-39.247947
2025-08-21,21.54,76.66,0.31,-15.239435,-39.247947
2025-08-22,21.34,76.78,0.98,-15.239435,-39.247947
2025-08-23,22.11,78.56,1.41,-15.239435,-39.247947
2025-08-24,22.59,82.04,3.55,-15.239435,-39.247947
2025-08-25,22.55,81.64,3.19,-15.239435,-39.247947
2025-08-26,22.57,78.12,1.38,-15.239435,-39.247947
2025-08-27,21.75,79.28,0.2,-15.239435,-39.247947
2025-08-28,22.8,75.45,0.42,-15.239435,-39.247947
2025-08-29,22.39,77.69,0.83,-15.239435,-39.247947
2025-08-30,22.86,74.95,0.63,-15.239435,-39.247947
2025-08-31,22.66,78.59,1.3,-15.239435,-39.247947
2025-09-01,22.65,75.79,0.92,-15.239435,-39.247947
2025-09-02,21.64,81.76,5.25,-15.239435,-39.247947
2025-09-03,21.09,78.59,4.71,-15.239435,-39.247947
2025-09-04,21.02,74.58,0.29,-15.239435,-39.247947
2025-09-05,21.46,74.46,0.15,-15.239435,-39.247947
2025-09-06,23.32,75.12,0.18,-15.239435,-39.247947
2025-09-07,23.01,73.9,0.52,-15.239435,-39.247947
2025-09-08,21.6,73.42,0.25,-15.239435,-39.247947
2025-09-09,22.99,70.75,0.05,-15.239435,-39.247947
2025-09-10,24.18,71.14,0.0,-15.239435,-39.247947
2025-09-11,24.12,73.21,0.0,-15.239435,-39.247947
2025-09-12,23.52,73.36,0.05,-15.239435,-39.247947
2025-09-13,22.81,71.93,0.13,-15.239435,-39.247947
2025-09-14,22.51,71.83,0.0,-15.239435,-39.247947
2025-09-15,23.18,71.79,0.03,-15.239435,-39.247947
2025-09-16,23.59,71.09,0.28,-15.239435,-39.247947
2025-09-17,24.01,70.74,0.44,-15.239435,-39.247947
2025-09-18,24.32,70.76,0.34,-15.239435,-39.247947
2025-09-19,23.57,76.08,1.29,-15.239435,-39.247947
2025-09-20,24.16,75.83,1.35,-15.239435,-39.247947
2025-09-21,24.86,74.35,0.56,-15.239435,-39.247947
2025-09-22,25.22,71.14,0.34,-15.239435,-39.247947
2025-09-23,25.76,71.01,0.04,-15.239435,-39.247947
2025-09-24,24.94,73.93,0.24,-15.239435,-39.247947
2025-09-25,24.57,72.03,0.17,-15.239435,-39.247947
2025-09-26,23.18,69.88,0.7,-15.239435,-39.247947
2025-09-27,22.19,61.89,0.06,-15.239435,-39.247947
2025-09-28,21.97,63.36,0.0,-15.239435,-39.247947
2025-09-29,22.5,62.98,0.01,-15.239435,-39.247947
2025-09-30,22.11,65.51,0.03,-15.239435,-39.247947
2025-10-01,22.82,67.83,0.12,-15.239435,-39.247947
2025-10-02,22.39,72.7,1.84,-15.239435,-39.247947
2025-10-03,22.26,74.44,2.24,-15.239435,-39.247947
2025-10-04,22.9,75.91,3.1,-15.239435,-39.247947
2025-10-05,22.94,80.5,5.53,-15.239435,-39.247947
2025-10-06,23.64,77.06,1.63,-15.239435,-39.247947
2025-10-07,24.48,74.75,0.78,-15.239435,-39.247947
2025-10-08,24.16,73.34,0.66,-15.239435,-39.247947
2025-10-09,23.94,75.31,0.48,-15.239435,-39.247947
2025-10-10,24.07,71.7,0.3,-15.239435,-39.247947
2025-10-11,24.5,75.09,1.35,-15.239435,-39.247947
2025-10-12,24.91,75.05,0.51,-15.239435,-39.247947
2025-10-13,25.37,74.31,0.9,-15.239435,-39.247947
2025-10-14,25.95,69.44,0.04,-15.239435,-39.247947
2025-10-15,25.72,68.56,0.03,-15.239435,-39.247947
2025-10-16,25.21,70.03,0.25,-15.239435,-39.247947
2025-10-17,25.07,71.78,0.75,-15.239435,-39.247947
2025-10-18,26.0,68.32,0.11,-15.239435,-39.247947
2025-10-19,27.13,69.87,6.44,-15.239435,-39.247947
2025-10-20,21.33,89.37,21.53,-15.239435,-39.247947
2025-10-21,20.49,80.27,2.84,-15.239435,-39.247947
2025-10-22,20.71,78.97,2.42,-15.239435,-39.247947
2025-10-23,20.69,83.01,2.81,-15.239435,-39.247947
2025-10-24,23.2,79.61,2.86,-15.239435,-39.247947
2025-10-25,24.19,78.48,2.36,-15.239435,-39.247947
2025-10-26,24.52,73.99,1.1,-15.239435,-39.247947
2025-10-27,24.12,78.41,2.65,-15.239435,-39.247947
2025-10-28,24.4,76.94,2.78,-15.239435,-39.247947
2025-10-29,24.84,72.14,0.38,-15.239435,-39.247947
2025-10-30,25.44,70.48,0.07,-15.239435,-39.247947
2025-10-31,25.27,73.03,0.27,-15.239435,-39.247947
2025-11-01,25.28,72.33,0.17,-15.239435,-39.247947
2025-11-02,25.1,71.91,0.03,-15.239435,-39.247947
2025-11-03,25.93,67.96,0.0,-15.239435,-39.247947
2025-11-04,27.38,70.16,0.01,-15.239435,-39.247947
2025-11-05,27.35,71.97,0.32,-15.239435,-39.247947
2025-11-06,27.76,70.28,0.74,-15.239435,-39.247947
2025-11-07,26.22,77.9,1.7,-15.239435,-39.247947
2025-11-08,27.58,70.58,0.19,-15.239435,-39.247947
2025-11-09,27.74,71.19,1.8,-15.239435,-39.247947
2025-11-10,24.49,81.34,2.42,-15.239435,-39.247947
2025-11-11,24.02,71.7,0.46,-15.239435,-39.247947
2025-11-12,23.34,71.75,0.7,-15.239435,-39.247947
2025-11-13,23.86,78.01,0.87,-15.239435,-39.247947
2025-11-14,25.45,70.58,0.01,-15.239435,-39.247947
2025-11-15,26.15,67.34,0.03,-15.239435,-39.247947
2025-11-16,26.12,71.19,0.66,-15.239435,-39.247947
2025-11-17,26.34,71.97,0.4,-15.239435,-39.247947
2025-11-18,27.66,66.28,0.0,-15.239435,-39.247947
2025-11-19,27.25,74.36,3.55,-15.239435,-39.247947
2025-11-20,24.65,81.4,4.68,-15.239435,-39.247947
2025-11-21,24.33,73.27,1.18,-15.239435,-39.247947
2025-11-22,24.76,80.5,2.47,-15.239435,-39.247947
2025-11-23,24.35,86.86,2.45,-15.239435,-39.247947
2025-11-24,25.49,78.04,0.7,-15.239435,-39.247947
2025-11-25,26.48,75.48,1.14,-15.239435,-39.247947
2025-11-26,27.1,75.33,2.13,-15.239435,-39.247947
2025-11-27,25.13,81.47,2.44,-15.239435,-39.247947
2025-11-28,25.89,73.73,0.08,-15.239435,-39.247947
2025-11-29,26.52,69.22,0.04,-15.239435,-39.247947
2025-11-30,27.42,68.13,0.02,-15.239435,-39.247947
2025-12-01,27.23,68.25,0.01,-15.239435,-39.247947
2025-12-02,26.06,66.61,0.01,-15.239435,-39.247947
2025-12-03,27.25,68.3,0.42,-15.239435,-39.247947
2025-12-04,26.84,76.65,6.95,-15.239435,-39.247947
2025-12-05,24.55,87.77,11.05,-15.239435,-39.247947
2025-12-06,24.18,85.33,6.98,-15.239435,-39.247947
2025-12-07,25.89,72.71,1.1,-15.239435,-39.247947
2025-12-08,25.41,71.77,0.04,-15.239435,-39.247947
2025-12-09,25.57,70.63,0.04,-15.239435,-39.247947
2025-12-10,26.26,68.76,0.0,-15.239435,-39.247947
2025-12-11,27.03,71.43,0.42,-15.239435,-39.247947
2025-12-12,27.18,72.08,0.12,-15.239435,-39.247947
2025-12-13,27.21,68.91,0.0,-15.239435,-39.247947
2025-12-14,26.7,68.51,0.01,-15.239435,-39.247947
2025-12-15,26.02,72.49,0.02,-15.239435,-39.247947
2025-12-16,26.59,67.34,0.0,-15.239435,-39.247947
2025-12-17,26.47,66.49,0.0,-15.239435,-39.247947
2025-12-18,25.1,69.55,0.04,-15.239435,-39.247947
2025-12-19,25.9,70.42,0.31,-15.239435,-39.247947
2025-12-20,25.67,76.4,5.44,-15.239435,-39.247947
2025-12-21,24.3,83.33,7.36,-15.239435,-39.247947
2025-12-22,24.04,83.12,5.57,-15.239435,-39.247947
2025-12-23,25.41,75.39,1.69,-15.239435,-39.247947
2025-12-24,25.46,73.61,0.16,-15.239435,-39.247947
2025-12-25,26.1,70.06,0.03,-15.239435,-39.247947
2025-12-26,26.58,69.39,0.0,-15.239435,-39.247947
2025-12-27,27.08,68.48,0.0,-15.239435,-39.247947
2025-12-28,27.45,67.11,0.0,-15.239435,-39.247947
2025-12-29,28.35,68.82,0.0,-15.239435,-39.247947
2025-12-30,28.42,70.5,0.0,-15.239435,-39.247947
2025-12-31,27.63,71.2,0.01,-15.239435,-39.247947
2026-01-01,27.65,69.7,0.0,-15.239435,-39.247947
2026-01-02,28.19,69.32,0.29,-15.239435,-39.247947
2026-01-03,28.72,70.0,2.17,-15.239435,-39.247947
2026-01-04,28.5,72.47,6.78,-15.239435,-39.247947
2026-01-05,27.65,72.1,0.64,-15.239435,-39.247947
2026-01-06,26.25,72.69,0.19,-15.239435,-39.247947
2026-01-07,26.16,73.96,1.01,-15.239435,-39.247947
2026-01-08,26.41,76.11,2.89,-15.239435,-39.247947
2026-01-09,26.12,76.7,5.73,-15.239435,-39.247947
2026-01-10,25.22,81.56,11.62,-15.239435,-39.247947
2026-01-11,25.71,78.78,7.29,-15.239435,-39.247947
2026-01-12,26.36,75.61,0.95,-15.239435,-39.247947
2026-01-13,25.79,77.13,1.29,-15.239435,-39.247947
2026-01-14,25.5,75.38,2.27,-15.239435,-39.247947
2026-01-15,25.3,75.7,2.79,-15.239435,-39.247947
2026-01-16,25.19,72.14,1.41,-15.239435,-39.247947
2026-01-17,25.35,71.35,1.24,-15.239435,-39.247947
2026-01-18,26.68,70.99,1.41,-15.239435,-39.247947
2026-01-19,24.96,81.11,3.48,-15.239435,-39.247947
2026-01-20,24.81,87.01,8.51,-15.239435,-39.247947
2026-01-21,23.82,90.23,6.1,-15.239435,-39.247947
2026-01-22,25.65,75.68,2.68,-15.239435,-39.247947
2026-01-23,25.24,74.86,1.45,-15.239435,-39.247947
2026-01-24,25.95,73.38,0.46,-15.239435,-39.247947
2026-01-25,25.68,75.78,1.52,-15.239435,-39.247947
2026-01-26,25.47,75.8,2.61,-15.239435,-39.247947
2026-01-27,26.2,75.36,0.62,-15.239435,-39.247947
2026-01-28,26.26,73.45,0.26,-15.239435,-39.247947
2026-01-29,25.43,78.51,14.76,-15.239435,-39.247947
2026-01-30,25.59,80.37,6.63,-15.239435,-39.247947
2026-01-31,26.92,78.32,1.83,-15.239435,-39.247947
2026-02-01,26.91,81.12,13.21,-15.239435,-39.247947
2026-02-02,26.93,80.08,4.01,-15.239435,-39.247947
2026-02-03,27.53,75.2,0.1,-15.239435,-39.247947
2026-02-04,28.02,72.79,0.32,-15.239435,-39.247947
2026-02-05,27.11,76.31,1.91,-15.239435,-39.247947
2026-02-06,26.35,72.67,0.07,-15.239435,-39.247947
2026-02-07,26.39,71.63,0.06,-15.239435,-39.247947
2026-02-08,27.22,70.97,0.26,-15.239435,-39.247947
2026-02-09,27.44,72.49,0.24,-15.239435,-39.247947
2026-02-10,26.87,73.53,0.03,-15.239435,-39.247947
2026-02-11,26.16,71.03,0.46,-15.239435,-39.247947
2026-02-12,25.74,77.3,3.11,-15.239435,-39.247947
2026-02-13,24.54,87.09,9.94,-15.239435,-39.247947
2026-02-14,26.51,75.41,0.99,-15.239435,-39.247947
2026-02-15,26.53,72.93,0.33,-15.239435,-39.247947
2026-02-16,25.87,75.87,2.22,-15.239435,-39.247947
2026-02-17,25.94,73.25,0.78,-15.239435,-39.247947
2026-02-18,26.82,71.95,1.3,-15.239435,-39.247947
2026-02-19,27.03,75.27,1.58,-15.239435,-39.247947
2026-02-20,25.06,87.63,2.62,-15.239435,-39.247947
2026-02-21,25.83,74.18,2.03,-15.239435,-39.247947
2026-02-22,26.77,71.38,2.84,-15.239435,-39.247947
2026-02-23,26.21,81.69,3.48,-15.239435,-39.247947
2026-02-24,25.73,85.47,7.97,-15.239435,-39.247947
2026-02-25,25.42,89.44,7.59,-15.239435,-39.247947
2026-02-26,25.63,86.71,2.38,-15.239435,-39.247947
2026-02-27,24.69,92.68,11.02,-15.239435,-39.247947
2026-02-28,24.53,96.88,15.32,-15.239435,-39.247947
2026-03-01,25.43,89.17,10.62,-15.239435,-39.247947
2026-03-02,24.54,94.68,13.17,-15.239435,-39.247947
2026-03-03,25.75,85.07,3.43,-15.239435,-39.247947
2026-03-04,24.74,91.72,1.35,-15.239435,-39.247947
2026-03-05,25.12,84.26,2.75,-15.239435,-39.247947
2026-03-06,25.73,82.08,3.21,-15.239435,-39.247947
2026-03-07,25.99,77.13,0.03,-15.239435,-39.247947
2026-03-08,26.31,76.92,0.04,-15.239435,-39.247947
2026-03-09,26.84,75.45,0.06,-15.239435,-39.247947
2026-03-10,26.96,74.96,0.09,-15.239435,-39.247947
2026-03-11,26.91,74.74,0.16,-15.239435,-39.247947
2026-03-12,26.98,72.48,0.03,-15.239435,-39.247947
2026-03-13,27.72,71.62,0.02,-15.239435,-39.247947
2026-03-14,28.36,71.67,1.08,-15.239435,-39.247947
2026-03-15,27.29,77.29,3.58,-15.239435,-39.247947
2026-03-16,26.92,73.78,1.88,-15.239435,-39.247947
2026-03-17,26.86,73.77,0.02,-15.239435,-39.247947
2026-03-18,27.07,71.27,0.01,-15.239435,-39.247947
2026-03-19,27.28,72.0,0.02,-15.239435,-39.247947
2026-03-20,27.81,70.59,0.02,-15.239435,-39.247947
2026-03-21,27.88,71.71,0.02,-15.239435,-39.247947
2026-03-22,26.98,74.38,2.52,-15.239435,-39.247947
2026-03-23,26.44,78.8,11.5,-15.239435,-39.247947
2026-03-24,25.21,84.79,4.67,-15.239435,-39.247947
2026-03-25,24.94,87.24,11.1,-15.239435,-39.247947
2026-03-26,25.21,83.01,5.02,-15.239435,-39.247947
2026-03-27,25.33,83.26,8.71,-15.239435,-39.247947
2026-03-28,24.87,87.35,11.71,-15.239435,-39.247947
2026-03-29,24.47,87.41,6.72,-15.239435,-39.247947
2026-03-30,24.7,84.8,2.76,-15.239435,-39.247947
2026-03-31,25.04,81.67,0.25,-15.239435,-39.247947
2026-04-01,25.6,80.0,1.08,-15.239435,-39.247947
2026-04-02,25.2,82.44,2.7,-15.239435,-39.247947
2026-04-03,24.99,86.58,6.47,-15.239435,-39.247947
2026-04-04,25.48,82.96,5.23,-15.239435,-39.247947
2026-04-05,25.39,85.18,7.66,-15.239435,-39.247947
2026-04-06,25.74,81.75,1.93,-15.239435,-39.247947
2026-04-07,25.72,82.12,1.75,-15.239435,-39.247947
2026-04-08,25.5,84.24,5.43,-15.239435,-39.247947
2026-04-09,25.9,75.83,0.16,-15.239435,-39.247947
2026-04-10,25.97,76.71,0.53,-15.239435,-39.247947
2026-04-11,24.85,82.81,12.41,-15.239435,-39.247947
2026-04-12,24.07,86.58,6.43,-15.239435,-39.247947
2026-04-13,24.32,82.32,1.08,-15.239435,-39.247947
2026-04-14,24.49,78.58,0.2,-15.239435,-39.247947
2026-04-15,24.72,75.59,0.0,-15.239435,-39.247947
2026-04-16,25.24,76.26,0.17,-15.239435,-39.247947
2026-04-17,25.81,75.94,0.2,-15.239435,-39.247947
2026-04-18,26.27,74.19,0.0,-15.239435,-39.247947
2026-04-19,26.38,73.54,0.0,-15.239435,-39.247947
2026-04-20,26.07,73.59,0.01,-15.239435,-39.247947
2026-04-21,25.39,74.37,0.04,-15.239435,-39.247947
2026-04-22,25.32,72.96,0.05,-15.239435,-39.247947
2026-04-23,25.42,79.98,0.66,-15.239435,-39.247947
2026-04-24,25.59,80.72,1.05,-15.239435,-39.247947
2026-04-25,25.13,78.74,1.23,-15.239435,-39.247947
2026-04-26,26.01,73.36,0.24,-15.239435,-39.247947
2026-04-27,25.74,74.27,0.01,-15.239435,-39.247947
2026-04-28,25.07,76.15,0.12,-15.239435,-39.247947
2026-04-29,24.99,76.95,0.66,-15.239435,-39.247947
2026-04-30,25.03,76.89,0.77,-15.239435,-39.247947
2026-05-01,24.72,85.15,9.57,-15.239435,-39.247947
2026-05-02,24.62,85.32,2.66,-15.239435,-39.247947
2026-05-03,25.52,78.58,1.27,-15.239435,-39.247947
2026-05-04,24.93,76.32,0.44,-15.239435,-39.247947
2026-05-05,24.62,78.84,0.58,-15.239435,-39.247947
2026-05-06,25.06,79.72,0.35,-15.239435,-39.247947
2026-05-07,25.3,74.85,0.21,-15.239435,-39.247947
2026-05-08,25.03,78.41,1.06,-15.239435,-39.247947
2026-05-09,24.82,81.03,1.87,-15.239435,-39.247947
2026-05-10,24.81,73.09,0.35,-15.239435,-39.247947
2026-05-11,25.29,73.33,0.02,-15.239435,-39.247947
2026-05-12,25.19,75.27,0.09,-15.239435,-39.247947
2026-05-13,23.5,84.94,1.91,-15.239435,-39.247947
2026-05-14,24.84,76.25,0.09,-15.239435,-39.247947
2026-05-15,25.12,75.83,0.0,-15.239435,-39.247947
2026-05-16,24.82,73.88,0.0,-15.239435,-39.247947
2026-05-17,24.94,78.79,0.05,-15.239435,-39.247947
2026-05-18,25.57,76.56,0.03,-15.239435,-39.247947
2026-05-19,25.37,76.43,0.09,-15.239435,-39.247947
2026-05-20,25.03,77.68,0.28,-15.239435,-39.247947
2026-05-21,24.46,75.81,0.73,-15.239435,-39.247947
2026-05-22,23.96,82.76,2.57,-15.239435,-39.247947
2026-05-23,23.81,90.51,12.99,-15.239435,-39.247947
2026-05-24,24.48,80.38,1.6,-15.239435,-39.247947
2026-05-25,23.85,83.43,0.82,-15.239435,-39.247947
2026-05-26,24.07,80.33,0.59,-15.239435,-39.247947
2026-05-27,23.8,80.55,0.94,-15.239435,-39.247947
2026-05-28,24.07,77.44,0.16,-15.239435,-39.247947
2026-05-29,23.51,86.37,1.81,-15.239435,-39.247947
2026-05-30,23.1,79.02,0.47,-15.239435,-39.247947
2026-05-31,21.77,83.34,0.11,-15.239435,-39.247947
2026-06-01,21.52,88.68,2.83,-15.239435,-39.247947
2026-06-02,22.0,92.42,8.02,-15.239435,-39.247947
2026-06-03,21.27,91.61,3.32,-15.239435,-39.247947
2026-06-04,21.09,87.3,0.85,-15.239435,-39.247947
2026-06-05,20.8,81.17,1.26,-15.239435,-39.247947
2026-06-06,19.19,85.26,0.37,-15.239435,-39.247947
2026-06-07,20.42,84.3,1.16,-15.239435,-39.247947
2026-06-08,21.27,81.62,0.24,-15.239435,-39.247947
2026-06-09,21.13,83.96,0.57,-15.239435,-39.247947
2026-06-10,22.1,80.22,0.0,-15.239435,-39.247947
2026-06-11,22.54,81.24,0.08,-15.239435,-39.247947
2026-06-12,22.87,76.65,0.0,-15.239435,-39.247947
2026-06-13,22.94,80.67,0.0,-15.239435,-39.247947
2026-06-14,23.51,78.99,0.0,-15.239435,-39.247947
2026-06-15,23.43,81.67,0.01,-15.239435,-39.247947
2026-06-16,23.35,84.92,0.23,-15.239435,-39.247947
2026-06-17,23.66,88.18,5.95,-15.239435,-39.247947
2026-06-18,22.38,84.48,2.64,-15.239435,-39.247947
2026-06-19,21.28,76.41,0.86,-15.239435,-39.247947
2026-06-20,20.27,72.25,0.0,-15.239435,-39.247947
2026-06-21,21.36,70.59,0.03,-15.239435,-39.247947
2026-06-22,21.44,73.77,0.33,-15.239435,-39.247947
2026-06-23,21.51,80.43,1.05,-15.239435,-39.247947
2026-06-24,21.43,92.14,6.39,-15.239435,-39.247947
2026-06-25,22.7,81.59,1.47,-15.239435,-39.247947
2026-06-26,21.17,88.74,3.12,-15.239435,-39.247947
2026-06-27,21.14,89.17,4.25,-15.239435,-39.247947
2026-06-28,21.39,84.68,1.29,-15.239435,-39.247947
2026-06-29,22.02,82.23,0.96,-15.239435,-39.247947
2026-06-30,22.19,76.15,0.6,-15.239435,-39.247947
