date,T2M,RH2M,PRECTOTCORR,lat,lon
2024-05-23,23.95,75.1,0.15,-15.239435,-39.247947
2024-05-24,24.41,68.92,0.01,-15.239435,-39.247947
2024-05-25,24.47,74.72,0.8,-15.239435,-39.247947
2024-05-26,24.14,77.43,0.66,-15.239435,-39.247947
2024-05-27,24.01,77.76,0.52,-15.239435,-39.247947
2024-05-28,24.41,77.87,0.61,-15.239435,-39.247947
2024-05-29,25.09,76.19,0.93,-15.239435,-39.247947
2024-05-30,25.23,75.73,0.16,-15.239435,-39.247947
2024-05-31,23.66,85.44,4.54,-15.239435,-39.247947
2024-06-01,23.08,88.36,7.91,-15.239435,-39.247947
2024-06-02,23.63,88.69,9.26,-15.239435,-39.247947
2024-06-03,23.35,88.55,7.74,-15.239435,-39.247947
2024-06-04,23.59,87.48,3.99,-15.239435,-39.247947
2024-06-05,23.81,89.55,5.43,-15.239435,-39.247947
2024-06-06,23.51,83.68,1.26,-15.239435,-39.247947
2024-06-07,23.46,82.5,1.05,-15.239435,-39.247947
2024-06-08,23.52,82.21,1.09,-15.239435,-39.247947
2024-06-09,23.39,88.59,6.13,-15.239435,-39.247947
2024-06-10,23.38,83.64,1.42,-15.239435,-39.247947
2024-06-11,23.04,82.12,0.98,-15.239435,-39.247947
2024-06-12,23.17,83.88,2.18,-15.239435,-39.247947
2024-06-13,23.09,84.32,3.36,-15.239435,-39.247947
2024-06-14,23.01,81.49,2.19,-15.239435,-39.247947
2024-06-15,23.02,77.13,0.59,-15.239435,-39.247947
2024-06-16,22.98,77.19,1.01,-15.239435,-39.247947
2024-06-17,22.82,78.81,1.11,-15.239435,-39.247947
2024-06-18,22.59,83.49,2.01,-15.239435,-39.247947
2024-06-19,23.08,80.72,2.16,-15.239435,-39.247947
2024-06-20,22.78,83.33,2.2,-15.239435,-39.247947
2024-06-21,22.65,79.46,0.98,-15.239435,-39.247947
2024-06-22,21.42,90.85,4.57,-15.239435,-39.247947
2024-06-23,22.89,81.09,1.06,-15.239435,-39.247947
2024-06-24,23.35,80.42,2.08,-15.239435,-39.247947
2024-06-25,23.51,81.35,1.55,-15.239435,-39.247947
2024-06-26,23.33,78.8,0.25,-15.239435,-39.247947
2024-06-27,24.1,75.24,0.02,-15.239435,-39.247947
2024-06-28,24.15,75.17,0.03,-15.239435,-39.247947
2024-06-29,24.22,73.8,0.01,-15.239435,-39.247947
2024-06-30,23.17,75.87,0.14,-15.239435,-39.247947
2024-07-01,22.83,85.37,4.72,-15.239435,-39.247947
2024-07-02,22.32,82.72,2.05,-15.239435,-39.247947
2024-07-03,22.62,75.33,0.33,-15.239435,-39.247947
2024-07-04,22.66,75.35,0.27,-15.239435,-39.247947
2024-07-05,22.14,85.54,2.41,-15.239435,-39.247947
2024-07-06,22.57,85.71,3.52,-15.239435,-39.247947
2024-07-07,21.94,80.94,0.36,-15.239435,-39.247947
2024-07-08,22.93,78.81,0.28,-15.239435,-39.247947
2024-07-09,23.56,79.37,0.06,-15.239435,-39.247947
2024-07-10,23.97,78.3,0.2,-15.239435,-39.247947
2024-07-11,23.53,77.7,0.24,-15.239435,-39.247947
2024-07-12,22.7,74.28,0.15,-15.239435,-39.247947
2024-07-13,21.81,69.02,0.25,-15.239435,-39.247947
2024-07-14,22.27,70.22,0.09,-15.239435,-39.247947
2024-07-15,22.12,74.26,0.19,-15.239435,-39.247947
2024-07-16,22.19,78.4,0.39,-15.239435,-39.247947
2024-07-17,22.48,76.36,0.26,-15.239435,-39.247947
2024-07-18,22.67,74.39,0.04,-15.239435,-39.247947
2024-07-19,22.47,74.72,0.02,-15.239435,-39.247947
2024-07-20,20.93,80.28,1.11,-15.239435,-39.247947
2024-07-21,20.96,80.51,0.97,-15.239435,-39.247947
2024-07-22,21.91,74.76,1.03,-15.239435,-39.247947
2024-07-23,21.65,67.91,0.05,-15.239435,-39.247947
2024-07-24,21.05,70.77,0.04,-15.239435,-39.247947
2024-07-25,21.39,80.07,3.55,-15.239435,-39.247947
2024-07-26,22.37,84.81,4.12,-15.239435,-39.247947
2024-07-27,22.51,83.95,4.17,-15.239435,-39.247947
2024-07-28,22.04,84.99,2.42,-15.239435,-39.247947
2024-07-29,23.4,80.76,2.09,-15.239435,-39.247947
2024-07-30,24.19,75.61,0.06,-15.239435,-39.247947
2024-07-31,22.99,78.13,1.85,-15.239435,-39.247947
2024-08-01,22.67,82.15,6.01,-15.239435,-39.247947
2024-08-02,22.95,80.15,1.42,-15.239435,-39.247947
2024-08-03,22.66,81.91,2.27,-15.239435,-39.247947
2024-08-04,23.0,79.65,1.66,-15.239435,-39.247947
2024-08-05,21.75,79.29,5.08,-15.239435,-39.247947
2024-08-06,21.45,84.7,7.75,-15.239435,-39.247947
2024-08-07,21.85,83.75,7.23,-15.239435,-39.247947
2024-08-08,22.65,73.68,0.22,-15.239435,-39.247947
2024-08-09,23.38,75.68,0.03,-15.239435,-39.247947
2024-08-10,24.43,74.22,0.01,-15.239435,-39.247947
2024-08-11,24.29,80.4,0.42,-15.239435,-39.247947
2024-08-12,25.2,74.69,0.06,-15.239435,-39.247947
2024-08-13,24.87,78.36,1.12,-15.239435,-39.247947
2024-08-14,22.52,81.75,2.54,-15.239435,-39.247947
2024-08-15,22.87,84.5,6.78,-15.239435,-39.247947
2024-08-16,22.62,81.98,4.84,-15.239435,-39.247947
2024-08-17,22.41,77.9,0.78,-15.239435,-39.247947
2024-08-18,22.27,80.94,1.5,-15.239435,-39.247947
2024-08-19,21.97,78.52,0.99,-15.239435,-39.247947
2024-08-20,22.22,80.27,1.77,-15.239435,-39.247947
2024-08-21,22.85,75.58,0.46,-15.239435,-39.247947
2024-08-22,23.05,80.59,0.82,-15.239435,-39.247947
2024-08-23,23.3,77.04,0.24,-15.239435,-39.247947
2024-08-24,22.97,74.82,0.37,-15.239435,-39.247947
2024-08-25,23.22,70.76,0.01,-15.239435,-39.247947
2024-08-26,23.38,71.78,0.18,-15.239435,-39.247947
2024-08-27,22.64,75.1,0.84,-15.239435,-39.247947
2024-08-28,22.48,84.66,6.69,-15.239435,-39.247947
2024-08-29,22.18,76.57,1.7,-15.239435,-39.247947
2024-08-30,21.86,76.0,0.06,-15.239435,-39.247947
2024-08-31,22.47,73.86,0.07,-15.239435,-39.247947
2024-09-01,22.3,73.29,0.05,-15.239435,-39.247947
2024-09-02,23.02,69.27,0.01,-15.239435,-39.247947
2024-09-03,23.01,71.02,0.0,-15.239435,-39.247947
2024-09-04,22.74,73.51,0.04,-15.239435,-39.247947
2024-09-05,23.26,74.2,0.01,-15.239435,-39.247947
2024-09-06,22.85,73.34,0.0,-15.239435,-39.247947
2024-09-07,22.72,71.29,0.0,-15.239435,-39.247947
2024-09-08,22.56,72.95,0.11,-15.239435,-39.247947
2024-09-09,22.84,74.11,0.75,-15.239435,-39.247947
2024-09-10,22.82,75.67,1.3,-15.239435,-39.247947
2024-09-11,22.94,78.7,3.16,-15.239435,-39.247947
2024-09-12,23.58,75.61,1.6,-15.239435,-39.247947
2024-09-13,23.12,75.5,1.36,-15.239435,-39.247947
2024-09-14,23.56,75.56,0.58,-15.239435,-39.247947
2024-09-15,23.82,73.78,0.67,-15.239435,-39.247947
2024-09-16,23.85,72.38,0.3,-15.239435,-39.247947
2024-09-17,23.94,73.27,0.05,-15.239435,-39.247947
2024-09-18,23.16,75.02,0.52,-15.239435,-39.247947
2024-09-19,23.24,72.61,0.1,-15.239435,-39.247947
2024-09-20,23.81,72.75,0.21,-15.239435,-39.247947
2024-09-21,23.84,73.51,0.04,-15.239435,-39.247947
2024-09-22,23.89,72.43,0.1,-15.239435,-39.247947
2024-09-23,24.17,75.25,0.95,-15.239435,-39.247947
2024-09-24,24.22,77.04,1.9,-15.239435,-39.247947
2024-09-25,24.32,73.69,0.72,-15.239435,-39.247947
2024-09-26,23.45,71.52,0.13,-15.239435,-39.247947
2024-09-27,24.07,71.82,0.18,-15.239435,-39.247947
2024-09-28,25.3,69.67,0.0,-15.239435,-39.247947
2024-09-29,24.74,65.84,0.01,-15.239435,-39.247947
2024-09-30,24.24,70.49,0.65,-15.239435,-39.247947
2024-10-01,23.67,75.96,2.88,-15.239435,-39.247947
2024-10-02,24.92,69.84,0.42,-15.239435,-39.247947
2024-10-03,26.14,68.78,0.02,-15.239435,-39.247947
2024-10-04,26.28,70.3,0.03,-15.239435,-39.247947
2024-10-05,26.25,69.11,0.05,-15.239435,-39.247947
2024-10-06,25.86,70.48,0.18,-15.239435,-39.247947
2024-10-07,25.83,68.97,0.01,-15.239435,-39.247947
2024-10-08,26.33,65.53,0.01,-15.239435,-39.247947
2024-10-09,28.2,65.69,0.0,-15.239435,-39.247947
2024-10-10,27.39,66.93,0.02,-15.239435,-39.247947
2024-10-11,26.83,68.5,0.01,-15.239435,-39.247947
2024-10-12,27.43,67.16,0.0,-15.239435,-39.247947
2024-10-13,27.13,67.39,0.01,-15.239435,-39.247947
2024-10-14,26.1,75.85,3.01,-15.239435,-39.247947
2024-10-15,25.11,78.47,4.21,-15.239435,-39.247947
2024-10-16,25.58,76.99,1.5,-15.239435,-39.247947
2024-10-17,24.25,88.07,25.81,-15.239435,-39.247947
2024-10-18,24.97,82.4,10.49,-15.239435,-39.247947
2024-10-19,25.47,78.11,1.96,-15.239435,-39.247947
2024-10-20,25.58,80.22,2.66,-15.239435,-39.247947
2024-10-21,25.59,74.99,0.71,-15.239435,-39.247947
2024-10-22,25.51,74.35,0.36,-15.239435,-39.247947
2024-10-23,25.81,72.18,0.0,-15.239435,-39.247947
2024-10-24,26.12,71.68,0.0,-15.239435,-39.247947
2024-10-25,26.19,68.89,0.0,-15.239435,-39.247947
2024-10-26,26.35,68.24,0.0,-15.239435,-39.247947
2024-10-27,26.79,68.58,0.0,-15.239435,-39.247947
2024-10-28,27.01,71.58,0.02,-15.239435,-39.247947
2024-10-29,26.56,70.39,0.03,-15.239435,-39.247947
2024-10-30,26.17,68.7,0.03,-15.239435,-39.247947
2024-10-31,25.99,70.99,0.35,-15.239435,-39.247947
2024-11-01,26.18,71.75,0.87,-15.239435,-39.247947
2024-11-02,25.82,73.14,0.43,-15.239435,-39.247947
2024-11-03,25.67,72.45,0.6,-15.239435,-39.247947
2024-11-04,25.36,73.84,2.64,-15.239435,-39.247947
2024-11-05,24.65,81.3,5.88,-15.239435,-39.247947
2024-11-06,23.88,79.38,4.3,-15.239435,-39.247947
2024-11-07,24.82,78.77,5.68,-15.239435,-39.247947
2024-11-08,26.56,73.42,0.64,-15.239435,-39.247947
2024-11-09,26.67,77.92,7.17,-15.239435,-39.247947
2024-11-10,24.36,89.1,15.54,-15.239435,-39.247947
2024-11-11,25.84,79.0,4.19,-15.239435,-39.247947
2024-11-12,26.83,75.02,0.4,-15.239435,-39.247947
2024-11-13,26.56,74.66,3.29,-15.239435,-39.247947
2024-11-14,26.11,72.06,0.24,-15.239435,-39.247947
2024-11-15,25.6,72.67,0.16,-15.239435,-39.247947
2024-11-16,25.46,74.09,0.49,-15.239435,-39.247947
2024-11-17,24.17,80.72,3.21,-15.239435,-39.247947
2024-11-18,24.87,74.03,2.03,-15.239435,-39.247947
2024-11-19,25.6,73.37,1.15,-15.239435,-39.247947
2024-11-20,26.55,72.97,0.41,-15.239435,-39.247947
2024-11-21,27.71,68.81,0.01,-15.239435,-39.247947
2024-11-22,26.54,78.61,10.58,-15.239435,-39.247947
2024-11-23,24.85,91.32,30.23,-15.239435,-39.247947
2024-11-24,23.06,88.8,8.64,-15.239435,-39.247947
2024-11-25,22.88,85.23,2.81,-15.239435,-39.247947
2024-11-26,23.99,79.27,0.36,-15.239435,-39.247947
2024-11-27,25.9,77.19,0.2,-15.239435,-39.247947
2024-11-28,26.4,78.71,1.54,-15.239435,-39.247947
2024-11-29,27.3,71.39,0.16,-15.239435,-39.247947
2024-11-30,26.83,70.93,0.0,-15.239435,-39.247947
2024-12-01,26.97,70.46,0.01,-15.239435,-39.247947
2024-12-02,26.91,70.16,0.0,-15.239435,-39.247947
2024-12-03,27.1,68.05,0.01,-15.239435,-39.247947
2024-12-04,26.43,68.98,0.0,-15.239435,-39.247947
2024-12-05,26.12,68.8,0.02,-15.239435,-39.247947
2024-12-06,26.01,70.85,0.08,-15.239435,-39.247947
2024-12-07,26.43,73.12,0.22,-15.239435,-39.247947
2024-12-08,27.37,69.69,0.02,-15.239435,-39.247947
2024-12-09,27.09,69.87,0.06,-15.239435,-39.247947
2024-12-10,26.56,67.46,0.13,-15.239435,-39.247947
2024-12-11,26.82,68.4,0.18,-15.239435,-39.247947
2024-12-12,27.29,72.79,0.7,-15.239435,-39.247947
2024-12-13,26.86,72.25,0.23,-15.239435,-39.247947
2024-12-14,27.17,69.53,0.07,-15.239435,-39.247947
2024-12-15,27.74,69.83,0.03,-15.239435,-39.247947
2024-12-16,28.29,70.35,0.04,-15.239435,-39.247947
2024-12-17,28.36,69.56,0.02,-15.239435,-39.247947
2024-12-18,27.48,71.02,0.0,-15.239435,-39.247947
2024-12-19,27.96,71.88,0.6,-15.239435,-39.247947
2024-12-20,27.35,70.63,0.48,-15.239435,-39.247947
2024-12-21,27.28,67.84,0.03,-15.239435,-39.247947
2024-12-22,26.92,71.16,0.43,-15.239435,-39.247947
2024-12-23,27.8,67.26,0.05,-15.239435,-39.247947
2024-12-24,26.71,69.34,0.21,-15.239435,-39.247947
2024-12-25,26.98,68.18,0.11,-15.239435,-39.247947
2024-12-26,26.78,67.79,0.41,-15.239435,-39.247947
2024-12-27,27.19,65.62,0.03,-15.239435,-39.247947
2024-12-28,27.02,66.41,0.03,-15.239435,-39.247947
2024-12-29,27.11,66.42,0.02,-15.239435,-39.247947
2024-12-30,28.14,66.28,1.57,-15.239435,-39.247947
2024-12-31,27.81,66.54,0.28,-15.239435,-39.247947
2025-01-01,27.73,65.84,0.05,-15.239435,-39.247947
2025-01-02,27.75,65.64,0.01,-15.239435,-39.247947
2025-01-03,28.46,61.69,0.01,-15.239435,-39.247947
2025-01-04,28.3,63.77,0.02,-15.239435,-39.247947
2025-01-05,28.67,65.08,0.05,-15.239435,-39.247947
2025-01-06,28.73,68.66,1.08,-15.239435,-39.247947
2025-01-07,27.16,73.95,1.43,-15.239435,-39.247947
2025-01-08,27.04,71.18,0.03,-15.239435,-39.247947
2025-01-09,26.74,73.27,5.59,-15.239435,-39.247947
2025-01-10,25.93,85.07,13.12,-15.239435,-39.247947
2025-01-11,26.33,84.91,7.98,-15.239435,-39.247947
2025-01-12,25.6,88.43,31.02,-15.239435,-39.247947
2025-01-13,26.52,85.92,8.21,-15.239435,-39.247947
2025-01-14,24.92,96.08,4.61,-15.239435,-39.247947
2025-01-15,25.04,92.3,9.01,-15.239435,-39.247947
2025-01-16,26.47,80.51,1.89,-15.239435,-39.247947
2025-01-17,25.75,76.82,0.25,-15.239435,-39.247947
2025-01-18,25.68,74.76,1.42,-15.239435,-39.247947
2025-01-19,26.6,72.27,0.58,-15.239435,-39.247947
2025-01-20,27.65,72.43,0.03,-15.239435,-39.247947
2025-01-21,28.22,72.0,0.01,-15.239435,-39.247947
2025-01-22,28.07,72.35,0.07,-15.239435,-39.247947
2025-01-23,27.32,73.06,0.7,-15.239435,-39.247947
2025-01-24,26.33,79.73,5.06,-15.239435,-39.247947
2025-01-25,26.6,75.99,2.5,-15.239435,-39.247947
2025-01-26,26.87,73.58,0.94,-15.239435,-39.247947
2025-01-27,27.47,71.42,0.28,-15.239435,-39.247947
2025-01-28,27.6,71.12,0.03,-15.239435,-39.247947
2025-01-29,27.01,72.64,0.74,-15.239435,-39.247947
2025-01-30,26.41,72.89,0.99,-15.239435,-39.247947
2025-01-31,26.99,73.8,0.44,-15.239435,-39.247947
2025-02-01,27.11,73.19,0.66,-15.239435,-39.247947
2025-02-02,27.36,70.26,0.03,-15.239435,-39.247947
2025-02-03,27.59,70.25,0.05,-15.239435,-39.247947
2025-02-04,26.75,71.37,0.58,-15.239435,-39.247947
2025-02-05,26.52,71.95,0.68,-15.239435,-39.247947
2025-02-06,25.5,77.34,1.76,-15.239435,-39.247947
2025-02-07,26.0,77.11,1.89,-15.239435,-39.247947
2025-02-08,25.94,75.77,3.8,-15.239435,-39.247947
2025-02-09,25.63,80.68,12.7,-15.239435,-39.247947
2025-02-10,26.0,76.45,3.88,-15.239435,-39.247947
2025-02-11,26.11,74.83,0.73,-15.239435,-39.247947
2025-02-12,25.86,77.9,2.61,-15.239435,-39.247947
2025-02-13,26.25,75.36,2.62,-15.239435,-39.247947
2025-02-14,26.56,72.49,0.33,-15.239435,-39.247947
2025-02-15,26.88,71.76,0.04,-15.239435,-39.247947
2025-02-16,27.23,71.9,0.2,-15.239435,-39.247947
2025-02-17,25.94,78.28,6.76,-15.239435,-39.247947
2025-02-18,26.89,71.59,1.84,-15.239435,-39.247947
2025-02-19,26.3,76.81,4.77,-15.239435,-39.247947
2025-02-20,27.23,74.48,1.88,-15.239435,-39.247947
2025-02-21,26.12,79.41,3.98,-15.239435,-39.247947
2025-02-22,26.59,73.6,1.58,-15.239435,-39.247947
2025-02-23,26.86,75.07,6.38,-15.239435,-39.247947
2025-02-24,26.44,78.93,3.34,-15.239435,-39.247947
2025-02-25,25.89,80.88,4.2,-15.239435,-39.247947
2025-02-26,25.89,79.22,1.67,-15.239435,-39.247947
2025-02-27,26.23,76.05,1.51,-15.239435,-39.247947
2025-02-28,25.19,82.23,3.92,-15.239435,-39.247947
2025-03-01,26.08,70.27,0.1,-15.239435,-39.247947
2025-03-02,26.33,71.55,1.64,-15.239435,-39.247947
2025-03-03,25.99,75.11,3.24,-15.239435,-39.247947
2025-03-04,25.45,77.75,5.96,-15.239435,-39.247947
2025-03-05,25.98,76.92,4.91,-15.239435,-39.247947
2025-03-06,25.4,79.55,6.78,-15.239435,-39.247947
2025-03-07,25.5,77.55,2.67,-15.239435,-39.247947
2025-03-08,25.53,74.48,0.83,-15.239435,-39.247947
2025-03-09,25.87,71.98,0.85,-15.239435,-39.247947
2025-03-10,26.08,67.51,0.16,-15.239435,-39.247947
2025-03-11,26.9,74.41,0.17,-15.239435,-39.247947
2025-03-12,26.63,74.6,0.12,-15.239435,-39.247947
2025-03-13,26.6,72.81,0.03,-15.239435,-39.247947
2025-03-14,27.06,69.72,0.01,-15.239435,-39.247947
2025-03-15,27.13,69.68,0.03,-15.239435,-39.247947
2025-03-16,27.34,70.6,0.05,-15.239435,-39.247947
2025-03-17,27.35,71.31,0.64,-15.239435,-39.247947
2025-03-18,26.83,72.53,0.44,-15.239435,-39.247947
2025-03-19,27.68,70.55,0.23,-15.239435,-39.247947
2025-03-20,28.02,70.68,0.16,-15.239435,-39.247947
2025-03-21,27.51,70.02,0.02,-15.239435,-39.247947
2025-03-22,27.58,71.22,0.05,-15.239435,-39.247947
2025-03-23,27.54,73.23,0.89,-15.239435,-39.247947
2025-03-24,26.43,78.22,4.31,-15.239435,-39.247947
2025-03-25,27.42,73.11,0.62,-15.239435,-39.247947
2025-03-26,27.54,70.7,0.52,-15.239435,-39.247947
2025-03-27,27.18,72.3,0.9,-15.239435,-39.247947
2025-03-28,27.16,70.99,1.62,-15.239435,-39.247947
2025-03-29,26.83,71.9,0.88,-15.239435,-39.247947
2025-03-30,26.63,72.25,0.16,-15.239435,-39.247947
2025-03-31,27.04,74.4,1.54,-15.239435,-39.247947
2025-04-01,26.62,75.48,0.68,-15.239435,-39.247947
2025-04-02,26.76,72.88,0.17,-15.239435,-39.247947
2025-04-03,26.81,72.9,0.18,-15.239435,-39.247947
2025-04-04,26.8,71.4,0.02,-15.239435,-39.247947
2025-04-05,27.03,71.48,0.05,-15.239435,-39.247947
2025-04-06,26.86,71.41,0.13,-15.239435,-39.247947
2025-04-07,26.16,74.22,1.41,-15.239435,-39.247947
2025-04-08,25.71,80.13,2.76,-15.239435,-39.247947
2025-04-09,26.94,73.54,0.65,-15.239435,-39.247947
2025-04-10,27.92,70.25,0.25,-15.239435,-39.247947
2025-04-11,27.7,72.73,2.66,-15.239435,-39.247947
2025-04-12,26.97,74.2,4.01,-15.239435,-39.247947
2025-04-13,27.0,70.96,0.07,-15.239435,-39.247947
2025-04-14,27.57,70.1,0.0,-15.239435,-39.247947
2025-04-15,27.81,71.58,1.35,-15.239435,-39.247947
2025-04-16,27.74,73.17,3.03,-15.239435,-39.247947
2025-04-17,28.44,70.49,0.84,-15.239435,-39.247947
2025-04-18,28.27,75.53,5.33,-15.239435,-39.247947
2025-04-19,27.22,79.49,1.53,-15.239435,-39.247947
2025-04-20,28.26,69.61,0.15,-15.239435,-39.247947
2025-04-21,27.16,79.21,4.73,-15.239435,-39.247947
2025-04-22,26.06,78.82,1.12,-15.239435,-39.247947
2025-04-23,25.1,81.48,3.89,-15.239435,-39.247947
2025-04-24,25.21,79.45,1.43,-15.239435,-39.247947
2025-04-25,27.01,72.31,0.2,-15.239435,-39.247947
2025-04-26,28.01,71.68,0.02,-15.239435,-39.247947
2025-04-27,28.01,72.87,0.32,-15.239435,-39.247947
2025-04-28,28.21,71.86,0.39,-15.239435,-39.247947
2025-04-29,27.01,79.15,3.89,-15.239435,-39.247947
2025-04-30,25.64,83.08,1.72,-15.239435,-39.247947
2025-05-01,24.14,88.74,8.66,-15.239435,-39.247947
2025-05-02,24.39,81.26,3.76,-15.239435,-39.247947
2025-05-03,24.62,73.05,0.45,-15.239435,-39.247947
2025-05-04,24.57,75.69,0.26,-15.239435,-39.247947
2025-05-05,24.26,78.82,2.2,-15.239435,-39.247947
2025-05-06,24.47,74.76,0.55,-15.239435,-39.247947
2025-05-07,24.75,82.21,4.72,-15.239435,-39.247947
2025-05-08,25.07,84.23,5.51,-15.239435,-39.247947
2025-05-09,24.84,83.08,2.97,-15.239435,-39.247947
2025-05-10,24.97,82.12,2.93,-15.239435,-39.247947
2025-05-11,24.64,77.3,0.88,-15.239435,-39.247947
2025-05-12,24.04,72.81,0.06,-15.239435,-39.247947
2025-05-13,23.74,82.72,5.09,-15.239435,-39.247947
2025-05-14,23.49,82.39,2.95,-15.239435,-39.247947
2025-05-15,23.58,82.83,4.36,-15.239435,-39.247947
2025-05-16,23.76,90.09,12.84,-15.239435,-39.247947
2025-05-17,23.38,79.25,2.28,-15.239435,-39.247947
2025-05-18,23.11,80.23,2.51,-15.239435,-39.247947
2025-05-19,23.06,82.8,3.58,-15.239435,-39.247947
2025-05-20,23.58,76.08,0.7,-15.239435,-39.247947
2025-05-21,23.24,75.54,0.04,-15.239435,-39.247947
2025-05-22,23.87,77.64,0.25,-15.239435,-39.247947
2025-05-23,24.7,79.6,0.34,-15.239435,-39.247947
2025-05-24,24.36,79.59,0.27,-15.239435,-39.247947
2025-05-25,24.0,77.57,0.36,-15.239435,-39.247947
2025-05-26,24.02,76.77,0.23,-15.239435,-39.247947
2025-05-27,23.7,80.13,0.68,-15.239435,-39.247947
2025-05-28,23.94,84.98,2.48,-15.239435,-39.247947
2025-05-29,25.34,84.98,7.01,-15.239435,-39.247947
2025-05-30,24.77,84.91,3.89,-15.239435,-39.247947
2025-05-31,24.09,79.39,0.75,-15.239435,-39.247947
2025-06-01,23.53,89.28,5.64,-15.239435,-39.247947
2025-06-02,23.88,84.73,2.38,-15.239435,-39.247947
2025-06-03,23.25,86.83,4.32,-15.239435,-39.247947
2025-06-04,23.11,83.67,2.62,-15.239435,-39.247947
2025-06-05,23.7,79.66,0.22,-15.239435,-39.247947
2025-06-06,24.36,75.41,0.0,-15.239435,-39.247947
2025-06-07,24.13,78.26,0.01,-15.239435,-39.247947
2025-06-08,23.84,76.57,0.0,-15.239435,-39.247947
2025-06-09,24.01,73.39,0.43,-15.239435,-39.247947
2025-06-10,23.88,86.24,31.0,-15.239435,-39.247947
2025-06-11,25.34,78.53,0.09,-15.239435,-39.247947
2025-06-12,21.97,83.13,0.33,-15.239435,-39.247947
2025-06-13,21.04,79.3,0.09,-15.239435,-39.247947
2025-06-14,20.07,76.71,0.62,-15.239435,-39.247947
2025-06-15,20.93,78.7,1.01,-15.239435,-39.247947
2025-06-16,21.3,86.85,4.17,-15.239435,-39.247947
2025-06-17,21.33,86.33,3.69,-15.239435,-39.247947
2025-06-18,21.29,81.39,1.23,-15.239435,-39.247947
2025-06-19,21.2,83.96,2.98,-15.239435,-39.247947
2025-06-20,21.07,81.21,0.64,-15.239435,-39.247947
2025-06-21,23.02,79.46,0.78,-15.239435,-39.247947
2025-06-22,23.57,75.99,0.09,-15.239435,-39.247947
2025-06-23,23.24,78.73,0.09,-15.239435,-39.247947
2025-06-24,24.7,75.53,0.01,-15.239435,-39.247947
2025-06-25,24.31,78.26,0.37,-15.239435,-39.247947
2025-06-26,22.73,83.91,2.0,-15.239435,-39.247947
2025-06-27,22.71,80.09,0.47,-15.239435,-39.247947
2025-06-28,22.1,83.62,3.69,-15.239435,-39.247947
2025-06-29,21.92,79.29,0.52,-15.239435,-39.247947
2025-06-30,21.85,78.9,1.1,-15.239435,-39.247947
2025-07-01,21.64,74.44,0.1,-15.239435,-39.247947
2025-07-02,21.78,77.71,0.98,-15.239435,-39.247947
2025-07-03,20.32,86.44,5.08,-15.239435,-39.247947
2025-07-04,20.64,87.56,1.52,-15.239435,-39.247947
2025-07-05,22.14,76.44,0.15,-15.239435,-39.247947
2025-07-06,21.41,78.39,0.3,-15.239435,-39.247947
2025-07-07,21.59,73.85,0.06,-15.239435,-39.247947
2025-07-08,20.95,72.1,0.0,-15.239435,-39.247947
2025-07-09,20.71,75.07,0.12,-15.239435,-39.247947
2025-07-10,20.25,83.39,3.91,-15.239435,-39.247947
2025-07-11,21.75,81.3,5.59,-15.239435,-39.247947
2025-07-12,21.15,78.77,1.53,-15.239435,-39.247947
2025-07-13,20.45,77.07,1.59,-15.239435,-39.247947
2025-07-14,20.08,81.87,2.52,-15.239435,-39.247947
2025-07-15,20.95,83.87,1.32,-15.239435,-39.247947
2025-07-16,21.77,77.73,0.14,-15.239435,-39.247947
2025-07-17,21.42,78.5,0.03,-15.239435,-39.247947
2025-07-18,22.16,84.33,2.63,-15.239435,-39.247947
2025-07-19,23.16,78.34,0.35,-15.239435,-39.247947
2025-07-20,22.51,77.09,0.11,-15.239435,-39.247947
2025-07-21,22.11,79.78,0.21,-15.239435,-39.247947
2025-07-22,22.69,77.77,0.01,-15.239435,-39.247947
2025-07-23,23.56,77.78,0.27,-15.239435,-39.247947
2025-07-24,23.11,77.81,0.8,-15.239435,-39.247947
2025-07-25,22.36,76.62,0.02,-15.239435,-39.247947
2025-07-26,22.32,79.93,0.04,-15.239435,-39.247947
2025-07-27,22.09,77.22,0.0,-15.239435,-39.247947
2025-07-28,22.73,72.35,0.0,-15.239435,-39.247947
2025-07-29,23.95,72.94,0.05,-15.239435,-39.247947
2025-07-30,23.85,77.15,0.06,-15.239435,-39.247947
2025-07-31,21.23,88.72,4.68,-15.239435,-39.247947
2025-08-01,20.64,79.27,0.94,-15.239435,-39.247947
2025-08-02,20.31,77.05,0.55,-15.239435,-39.247947
2025-08-03,20.98,77.2,1.25,-15.239435,-39.247947
2025-08-04,21.46,70.79,0.26,-15.239435,-39.247947
2025-08-05,22.06,70.28,0.02,-15.239435,-39.247947
2025-08-06,21.97,75.52,0.07,-15.239435,-39.247947
2025-08-07,22.44,72.07,0.04,-15.239435,-39.247947
2025-08-08,22.68,72.82,0.01,-15.239435,-39.247947
2025-08-09,23.29,70.78,0.03,-15.239435,-39.247947
2025-08-10,25.3,74.8,0.0,-15.239435,-39.247947
2025-08-11,24.56,77.21,0.08,-15.239435,-39.247947
2025-08-12,23.01,81.54,1.76,-15.239435,-39.247947
2025-08-13,23.78,75.74,0.28,-15.239435,-39.247947
2025-08-14,24.19,74.38,0.12,-15.239435,-39.247947
2025-08-15,23.14,73.73,0.24,-15.239435,-39.247947
