state_code,state,capital,region,lat,lon,metric,slope_per_year,slope_per_decade,intercept,method,n_years,first_year,last_year
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,max_5day_precip_mm,-0.16692307692307595,-1.6692307692307595,434.67538461538265,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,rainfall_concentration,0.0001494958091163297,0.0014949580911632972,-0.20400968540938796,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_t2m_c,0.020174376824609652,0.20174376824609652,-13.329988154047498,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_t2m_max_c,0.022477113264283328,0.22477113264283327,-15.761321082525896,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_t2m_min_c,0.020409512423878236,0.20409512423878234,-15.380759511103054,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_t2m_range_c,0.002591530054644786,0.02591530054644786,-1.4402774440451669,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_rh2m_pct,-0.00502457854836364,-0.0502457854836364,88.07663353260546,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_solar_kwh_m2_day,0.025222229561036154,0.2522222956103615,-29.972762050699405,theilslopes,43,1984,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_ws10m_m_s,-0.0051249764203907585,-0.05124976420390759,16.62894505277343,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_ws50m_m_s,-0.007271485723315892,-0.07271485723315892,22.262914797348323,theilslopes,46,1981,2026
CE,Ceará,Fortaleza,Nordeste,-3.7319,-38.5267,mean_vpd_kpa,0.001009769916378417,0.010097699163784168,-1.2232050637792984,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,annual_precip_mm,-15.269487179487179,-152.6948717948718,31906.52256410256,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,rainy_days_ge_1mm,-1.0416666666666667,-10.416666666666668,2259.479166666667,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,heavy_rain_days_ge_20mm,-0.1794871794871795,-1.794871794871795,368.1025641025641,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,extreme_rain_days_ge_50mm,0.0,0.0,0.0,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,dry_days_lt_1mm,0.896551724137931,8.96551724137931,-1606.7413793103449,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,longest_dry_spell_days,0.475,4.75,-868.6624999999999,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,max_1day_precip_mm,-0.07842105263157886,-0.7842105263157886,193.56157894736825,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,max_5day_precip_mm,-0.6858974358974362,-6.858974358974362,1474.4405128205135,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,rainfall_concentration,0.0004553588651912219,0.0045535886519122186,-0.8366537062772631,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_t2m_c,0.043791457616926974,0.43791457616926976,-65.78126082769076,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_t2m_max_c,0.060748028227480454,0.6074802822748046,-93.74322051528115,theilslopes,46,1981,2026
